motor_front,motor_back,pitch_filter,pitch_desired
746, 454, 5.247468, 19.843750
747, 453, 5.239480, 19.843750
748, 452, 5.233938, 19.843750
749, 451, 5.225433, 19.843750
747, 453, 5.218540, 19.843750
749, 451, 5.206593, 19.843750
747, 453, 5.198520, 19.843750
748, 452, 5.192993, 19.843750
751, 449, 5.182683, 19.843750
749, 451, 5.178932, 19.843750
750, 450, 5.175197, 19.843750
751, 449, 5.170316, 19.843750
753, 447, 5.160426, 19.843750
752, 448, 5.151247, 19.843750
748, 452, 5.151515, 19.843750
754, 446, 5.139607, 19.843750
751, 449, 5.131391, 19.843750
754, 446, 5.117747, 19.843750
753, 447, 5.110159, 19.843750
750, 450, 5.109797, 19.843750
751, 449, 5.104717, 19.843750
753, 447, 5.088784, 19.843750
750, 450, 5.077013, 19.843750
749, 451, 5.062994, 19.843750
749, 451, 5.048531, 19.843750
753, 447, 5.025941, 19.843750
750, 450, 5.012254, 19.843750
749, 451, 5.005129, 19.843750
749, 451, 4.995303, 19.843750
750, 450, 4.984083, 19.843750
750, 450, 4.972114, 19.843750
750, 450, 4.962834, 19.843750
749, 451, 4.955664, 19.843750
749, 451, 4.948444, 19.843750
752, 448, 4.938480, 19.843750
749, 451, 4.937148, 19.843750
749, 451, 4.942040, 19.843750
754, 446, 4.935570, 19.843750
752, 448, 4.935593, 19.843750
752, 448, 4.932944, 19.843750
751, 449, 4.930684, 19.843750
750, 450, 4.928787, 19.843750
750, 450, 4.926465, 19.843750
753, 447, 4.917664, 19.843750
749, 451, 4.918180, 19.843750
749, 451, 4.920105, 19.843750
750, 450, 4.919628, 19.843750
751, 449, 4.913882, 19.843750
749, 451, 4.908187, 19.843750
749, 451, 4.902917, 19.843750
748, 452, 4.901008, 19.843750
749, 451, 4.896459, 19.843750
749, 451, 4.889388, 19.843750
749, 451, 4.887743, 19.843750
747, 453, 4.894774, 19.843750
748, 452, 4.902004, 19.843750
749, 451, 4.907229, 19.843750
749, 451, 4.911254, 19.843750
748, 452, 4.917393, 19.843750
749, 451, 4.916159, 19.843750
750, 450, 4.912072, 19.843750
747, 453, 4.919787, 19.843750
748, 452, 4.924738, 19.843750
749, 451, 4.927055, 19.843750
748, 452, 4.933726, 19.843750
748, 452, 4.937943, 19.843750
748, 452, 4.943624, 19.843750
743, 457, 4.957600, 19.843750
747, 453, 4.964835, 19.843750
747, 453, 4.970886, 19.843750
746, 454, 4.975298, 19.843750
744, 456, 4.983649, 19.843750
747, 453, 4.981777, 19.843750
746, 454, 4.981787, 19.843750
745, 455, 4.981326, 19.843750
743, 457, 4.982348, 19.843750
546, 654, 4.985751, -0.000000
548, 652, 4.983675, -0.000000
547, 653, 4.991194, -0.000000
554, 646, 4.986874, -0.000000
568, 632, 4.960730, -0.000000
579, 621, 4.927675, -0.000000
593, 607, 4.877237, -0.000000
610, 590, 4.812084, -0.000000
626, 574, 4.719495, -0.000000
643, 557, 4.596523, -0.000000
658, 542, 4.440317, -0.000000
673, 527, 4.250729, -0.000000
684, 516, 4.020882, -0.000000
694, 506, 3.767113, -0.000000
703, 497, 3.485175, -0.000000
709, 491, 3.184849, -0.000000
712, 488, 2.874822, -0.000000
715, 485, 2.538429, -0.000000
723, 477, 2.186701, -0.000000
720, 480, 1.845545, -0.000000
717, 483, 1.515766, -0.000000
720, 480, 1.186756, -0.000000
717, 483, 0.862078, -0.000000
714, 486, 0.553176, -0.000000
715, 485, 0.249715, -0.000000
712, 488, -0.040583, -0.000000
711, 489, -0.318793, -0.000000
710, 490, -0.584598, -0.000000
710, 490, -0.837145, -0.000000
711, 489, -1.085121, -0.000000
711, 489, -1.320510, -0.000000
716, 484, -1.557096, -0.000000
717, 483, -1.787063, -0.000000
716, 484, -2.004322, -0.000000
721, 479, -2.227956, -0.000000
722, 478, -2.448206, -0.000000
722, 478, -2.665680, -0.000000
725, 475, -2.895236, -0.000000
723, 477, -3.114424, -0.000000
723, 477, -3.334201, -0.000000
723, 477, -3.553955, -0.000000
718, 482, -3.759418, -0.000000
718, 482, -3.976505, -0.000000
713, 487, -4.172277, -0.000000
709, 491, -4.356013, -0.000000
703, 497, -4.525082, -0.000000
698, 502, -4.685561, -0.000000
691, 509, -4.846210, -0.000000
684, 516, -4.971136, -0.000000
675, 525, -5.081220, -0.000000
672, 528, -5.177824, -0.000000
660, 540, -5.234323, -0.000000
655, 545, -5.271823, -0.000000
650, 550, -5.291376, -0.000000
644, 556, -5.290701, -0.000000
640, 560, -5.274473, -0.000000
632, 568, -5.211955, -0.000000
632, 568, -5.157283, -0.000000
625, 575, -5.097422, -0.000000
625, 575, -5.021966, -0.000000
628, 572, -4.955003, -0.000000
621, 579, -4.885900, -0.000000
626, 574, -4.834582, -0.000000
630, 570, -4.795448, -0.000000
629, 571, -4.754111, -0.000000
629, 571, -4.710372, -0.000000
632, 568, -4.678313, -0.000000
634, 566, -4.646061, -0.000000
636, 564, -4.621126, -0.000000
639, 561, -4.600686, -0.000000
641, 559, -4.588335, -0.000000
640, 560, -4.576890, -0.000000
641, 559, -4.567188, -0.000000
644, 556, -4.562478, -0.000000
644, 556, -4.557163, -0.000000
644, 556, -4.546188, -0.000000
642, 558, -4.526879, -0.000000
646, 554, -4.518979, -0.000000
646, 554, -4.508945, -0.000000
644, 556, -4.492622, -0.000000
644, 556, -4.478781, -0.000000
646, 554, -4.467574, -0.000000
649, 551, -4.462807, -0.000000
647, 553, -4.454743, -0.000000
644, 556, -4.445671, -0.000000
648, 552, -4.448880, -0.000000
651, 549, -4.463909, -0.000000
648, 552, -4.473061, -0.000000
648, 552, -4.487815, -0.000000
652, 548, -4.507486, -0.000000
650, 550, -4.527216, -0.000000
649, 551, -4.543521, -0.000000
652, 548, -4.569250, -0.000000
652, 548, -4.591764, -0.000000
652, 548, -4.613455, -0.000000
654, 546, -4.637221, -0.000000
655, 545, -4.663813, -0.000000
653, 547, -4.681525, -0.000000
652, 548, -4.699216, -0.000000
655, 545, -4.717867, -0.000000
656, 544, -4.741626, -0.000000
652, 548, -4.754527, -0.000000
649, 551, -4.756944, -0.000000
655, 545, -4.771951, -0.000000
654, 546, -4.782441, -0.000000
647, 553, -4.779005, -0.000000
649, 551, -4.775457, -0.000000
654, 546, -4.787366, -0.000000
649, 551, -4.786368, -0.000000
647, 553, -4.781330, -0.000000
650, 550, -4.786650, -0.000000
648, 552, -4.793082, -0.000000
647, 553, -4.795606, -0.000000
648, 552, -4.802643, -0.000000
648, 552, -4.810279, -0.000000
646, 554, -4.816230, -0.000000
648, 552, -4.825651, -0.000000
646, 554, -4.833906, -0.000000
643, 557, -4.834370, -0.000000
644, 556, -4.838045, -0.000000
646, 554, -4.841455, -0.000000
644, 556, -4.840045, -0.000000
642, 558, -4.828954, -0.000000
643, 557, -4.822891, -0.000000
648, 552, -4.823220, -0.000000
643, 557, -4.808568, -0.000000
641, 559, -4.788436, -0.000000
642, 558, -4.766913, -0.000000
644, 556, -4.750560, -0.000000
642, 558, -4.727548, -0.000000
643, 557, -4.707334, -0.000000
642, 558, -4.684712, -0.000000
640, 560, -4.661614, -0.000000
641, 559, -4.640395, -0.000000
643, 557, -4.627140, -0.000000
645, 555, -4.617620, -0.000000
643, 557, -4.608387, -0.000000
642, 558, -4.593256, -0.000000
643, 557, -4.587538, -0.000000
642, 558, -4.578875, -0.000000
645, 555, -4.583683, -0.000000
639, 561, -4.575915, -0.000000
638, 562, -4.566973, -0.000000
642, 558, -4.568923, -0.000000
642, 558, -4.569536, -0.000000
640, 560, -4.566337, -0.000000
642, 558, -4.563612, -0.000000
640, 560, -4.559096, -0.000000
643, 557, -4.556144, -0.000000
641, 559, -4.551209, -0.000000
644, 556, -4.546793, -0.000000
644, 556, -4.540398, -0.000000
642, 558, -4.524641, -0.000000
642, 558, -4.513017, -0.000000
644, 556, -4.501625, -0.000000
646, 554, -4.498229, -0.000000
645, 555, -4.490447, -0.000000
643, 557, -4.475624, -0.000000
644, 556, -4.463149, -0.000000
648, 552, -4.460513, -0.000000
648, 552, -4.461932, -0.000000
648, 552, -4.461801, -0.000000
646, 554, -4.462785, -0.000000
647, 553, -4.463583, -0.000000
648, 552, -4.470273, -0.000000
647, 553, -4.477700, -0.000000
647, 553, -4.487163, -0.000000
645, 555, -4.495183, -0.000000
647, 553, -4.506580, -0.000000
645, 555, -4.513709, -0.000000
645, 555, -4.522888, -0.000000
645, 555, -4.533939, -0.000000
643, 557, -4.534704, -0.000000
644, 556, -4.539423, -0.000000
648, 552, -4.553141, -0.000000
645, 555, -4.559786, -0.000000
642, 558, -4.553343, -0.000000
644, 556, -4.554249, -0.000000
648, 552, -4.560278, -0.000000
645, 555, -4.558949, -0.000000
645, 555, -4.550509, -0.000000
644, 556, -4.541340, -0.000000
647, 553, -4.538113, -0.000000
645, 555, -4.530302, -0.000000
647, 553, -4.529082, -0.000000
646, 554, -4.523429, -0.000000
645, 555, -4.515411, -0.000000
646, 554, -4.509052, -0.000000
648, 552, -4.510851, -0.000000
647, 553, -4.510357, -0.000000
647, 553, -4.516129, -0.000000
645, 555, -4.514456, -0.000000
645, 555, -4.517595, -0.000000
647, 553, -4.523859, -0.000000
648, 552, -4.536485, -0.000000
645, 555, -4.540545, -0.000000
645, 555, -4.548666, -0.000000
647, 553, -4.560686, -0.000000
646, 554, -4.571264, -0.000000
644, 556, -4.573434, -0.000000
645, 555, -4.577001, -0.000000
642, 558, -4.586383, -0.468750
642, 558, -4.595627, -0.468750
639, 561, -4.594720, -0.468750
638, 562, -4.593758, -0.468750
640, 560, -4.592432, -0.468750
641, 559, -4.588502, -0.468750
641, 559, -4.583994, -0.468750
641, 559, -4.574551, -0.468750
640, 560, -4.567451, -0.468750
643, 557, -4.563541, -0.468750
642, 558, -4.559862, -0.468750
644, 556, -4.557988, -0.468750
645, 555, -4.558460, -0.468750
644, 556, -4.562389, -0.468750
646, 554, -4.567919, -0.468750
651, 549, -4.585678, -0.468750
649, 551, -4.599151, -0.468750
644, 556, -4.606353, -0.468750
649, 551, -4.619524, -0.468750
648, 552, -4.637246, -0.468750
648, 552, -4.656474, -0.468750
648, 552, -4.677280, -0.468750
645, 555, -4.688235, -0.468750
646, 554, -4.702749, -0.468750
647, 553, -4.718666, -0.468750
646, 554, -4.733791, -0.468750
643, 557, -4.745382, -0.468750
644, 556, -4.757996, -0.468750
646, 554, -4.774453, -0.468750
644, 556, -4.784587, -0.468750
644, 556, -4.794942, -0.468750
644, 556, -4.805517, -0.468750
642, 558, -4.810911, -0.468750
643, 557, -4.812963, -0.468750
647, 553, -4.828466, -0.468750
644, 556, -4.831649, -0.468750
640, 560, -4.821726, -0.468750
644, 556, -4.820928, -0.468750
645, 555, -4.823781, -0.468750
645, 555, -4.824941, -0.468750
643, 557, -4.816582, -0.468750
449, 751, -4.813493, -20.000000
450, 750, -4.810058, -20.000000
452, 748, -4.809595, -20.000000
461, 739, -4.826952, -20.000000
469, 731, -4.841081, -20.000000
477, 723, -4.858157, -20.000000
498, 702, -4.909159, -20.000000
513, 687, -4.982955, -20.000000
525, 675, -5.072371, -20.000000
550, 650, -5.210983, -20.000000
558, 642, -5.372200, -20.000000
575, 625, -5.576289, -20.000000
590, 610, -5.822113, -20.000000
599, 601, -6.094887, -20.000000
610, 590, -6.397454, -20.000000
615, 585, -6.732189, -20.000000
621, 579, -7.083317, -20.000000
629, 571, -7.452862, -20.000000
626, 574, -7.815951, -20.000000
627, 573, -8.177696, -20.000000
626, 574, -8.549505, -20.000000
624, 576, -8.906658, -20.000000
620, 580, -9.246666, -20.000000
614, 586, -9.567286, -20.000000
612, 588, -9.872567, -20.000000
608, 592, -10.163135, -20.000000
606, 594, -10.434482, -20.000000
603, 597, -10.681346, -20.000000
602, 598, -10.917789, -20.000000
602, 598, -11.134256, -20.000000
603, 597, -11.341517, -20.000000
603, 597, -11.541525, -20.000000
604, 596, -11.738355, -20.000000
607, 593, -11.931155, -20.000000
609, 591, -12.127549, -20.000000
611, 589, -12.327161, -20.000000
612, 588, -12.521140, -20.000000
614, 586, -12.717038, -20.000000
615, 585, -12.911182, -20.000000
614, 586, -13.100889, -20.000000
612, 588, -13.297653, -20.000000
612, 588, -13.494623, -20.000000
609, 591, -13.684595, -20.000000
608, 592, -13.869047, -20.000000
604, 596, -14.041676, -20.000000
601, 599, -14.207734, -20.000000
594, 606, -14.358373, -20.000000
589, 611, -14.496089, -20.000000
583, 617, -14.617082, -20.000000
578, 622, -14.724678, -20.000000
570, 630, -14.813773, -20.000000
565, 635, -14.882870, -20.000000
560, 640, -14.941530, -20.000000
553, 647, -14.971835, -20.000000
548, 652, -14.992089, -20.000000
545, 655, -14.997903, -20.000000
538, 662, -14.980107, -20.000000
536, 664, -14.956740, -20.000000
533, 667, -14.923480, -20.000000
531, 669, -14.886861, -20.000000
527, 673, -14.839506, -20.000000
528, 672, -14.795748, -20.000000
526, 674, -14.748163, -20.000000
528, 672, -14.703561, -20.000000
527, 673, -14.662961, -20.000000
526, 674, -14.618990, -20.000000
533, 667, -14.591827, -20.000000
527, 673, -14.553718, -20.000000
525, 675, -14.509587, -20.000000
543, 657, -14.506057, -20.000000
536, 664, -14.483980, -20.000000
529, 671, -14.440791, -20.000000
548, 652, -14.442247, -20.000000
544, 656, -14.428118, -20.000000
535, 665, -14.396231, -20.000000
551, 649, -14.399495, -20.000000
546, 654, -14.393865, -20.000000
542, 658, -14.373535, -20.000000
552, 648, -14.380029, -20.000000
550, 650, -14.381398, -20.000000
544, 656, -14.369299, -20.000000
551, 649, -14.372878, -20.000000
551, 649, -14.373768, -20.000000
549, 651, -14.368959, -20.000000
551, 649, -14.370693, -20.000000
550, 650, -14.372216, -20.000000
551, 649, -14.381647, -20.000000
551, 649, -14.394014, -20.000000
551, 649, -14.407971, -20.000000
556, 644, -14.435356, -20.000000
552, 648, -14.461634, -20.000000
548, 652, -14.479450, -20.000000
557, 643, -14.515351, -20.000000
560, 640, -14.559953, -20.000000
549, 651, -14.580082, -20.000000
546, 654, -14.594870, -20.000000
560, 640, -14.643525, -20.000000
556, 644, -14.676696, -20.000000
548, 652, -14.690634, -20.000000
552, 648, -14.711690, -20.000000
556, 644, -14.735992, -20.000000
552, 648, -14.746457, -20.000000
554, 646, -14.760094, -20.000000
555, 645, -14.773150, -20.000000
555, 645, -14.783525, -20.000000
558, 642, -14.795178, -20.000000
558, 642, -14.800311, -20.000000
558, 642, -14.803462, -20.000000
557, 643, -14.807804, -20.000000
558, 642, -14.814839, -20.000000
561, 639, -14.829289, -20.000000
557, 643, -14.843800, -20.000000
552, 648, -14.851008, -20.000000
555, 645, -14.870358, -20.000000
557, 643, -14.892104, -20.000000
553, 647, -14.905240, -20.000000
549, 651, -14.910647, -20.000000
550, 650, -14.924974, -20.000000
552, 648, -14.942064, -20.000000
552, 648, -14.961611, -20.000000
547, 653, -14.966763, -20.000000
546, 654, -14.967633, -20.000000
550, 650, -14.984542, -20.000000
551, 649, -14.996281, -20.000000
550, 650, -15.000337, -20.000000
546, 654, -14.998812, -20.000000
551, 649, -15.005126, -20.000000
551, 649, -15.005445, -20.000000
551, 649, -15.003134, -20.000000
551, 649, -15.000443, -20.000000
551, 649, -14.996677, -20.000000
552, 648, -14.992175, -20.000000
552, 648, -14.983606, -20.000000
551, 649, -14.974013, -20.000000
550, 650, -14.963266, -20.000000
557, 643, -14.968081, -20.000000
554, 646, -14.969174, -20.000000
549, 651, -14.958691, -20.000000
553, 647, -14.960020, -20.000000
557, 643, -14.978827, -20.000000
550, 650, -14.982773, -20.000000
547, 653, -14.978939, -20.000000
553, 647, -14.994488, -20.000000
553, 647, -15.009626, -20.000000
551, 649, -15.019755, -20.000000
551, 649, -15.030003, -20.000000
551, 649, -15.041720, -20.000000
551, 649, -15.050490, -20.000000
551, 649, -15.055553, -20.000000
551, 649, -15.058418, -20.000000
549, 651, -15.052677, -20.000000
549, 651, -15.045546, -20.000000
550, 650, -15.039024, -20.000000
551, 649, -15.030852, -20.000000
553, 647, -15.027287, -20.000000
550, 650, -15.014862, -20.000000
556, 644, -15.018244, -20.000000
554, 646, -15.014360, -20.000000
551, 649, -15.003574, -20.000000
556, 644, -15.009257, -20.000000
557, 643, -15.013338, -20.000000
549, 651, -15.000286, -20.000000
553, 647, -15.000760, -20.000000
558, 642, -15.023345, -20.000000
551, 649, -15.034631, -20.000000
548, 652, -15.036581, -20.000000
553, 647, -15.060742, -20.000000
548, 652, -15.070587, -20.000000
550, 650, -15.078393, -20.000000
548, 652, -15.079902, -20.000000
551, 649, -15.083197, -20.000000
551, 649, -15.086791, -20.000000
553, 647, -15.088642, -20.000000
550, 650, -15.083717, -20.000000
550, 650, -15.077783, -20.000000
551, 649, -15.078236, -20.000000
551, 649, -15.071144, -20.000000
549, 651, -15.057963, -20.000000
554, 646, -15.057695, -20.000000
551, 649, -15.046932, -20.000000
547, 653, -15.026131, -20.000000
557, 643, -15.033403, -20.000000
552, 648, -15.024452, -20.000000
548, 652, -15.004478, -20.000000
557, 643, -15.013283, -20.000000
554, 646, -15.018138, -20.000000
551, 649, -15.015409, -20.000000
552, 648, -15.025974, -20.000000
554, 646, -15.042697, -20.000000
598, 602, -15.056295, -15.468750
596, 604, -15.064698, -15.468750
594, 606, -15.066005, -15.468750
591, 609, -15.064180, -15.468750
589, 611, -15.059061, -15.468750
582, 618, -15.038067, -15.468750
579, 621, -15.013313, -15.468750
573, 627, -14.974319, -15.468750
569, 631, -14.922028, -15.468750
565, 635, -14.854644, -15.468750
564, 636, -14.787486, -15.468750
560, 640, -14.677590, -15.468750
560, 640, -14.579622, -15.468750
556, 644, -14.473442, -15.468750
552, 648, -14.362363, -15.468750
557, 643, -14.262160, -15.468750
556, 644, -14.158341, -15.468750
555, 645, -14.058924, -15.468750
559, 641, -13.973836, -15.468750
557, 643, -13.887364, -15.468750
556, 644, -13.808131, -15.468750
558, 642, -13.738698, -15.468750
555, 645, -13.664367, -15.468750
558, 642, -13.603751, -15.468750
555, 645, -13.541407, -15.468750
552, 648, -13.477082, -15.468750
554, 646, -13.418062, -15.468750
556, 644, -13.366949, -15.468750
554, 646, -13.307076, -15.468750
551, 649, -13.240385, -15.468750
557, 643, -13.186518, -15.468750
555, 645, -13.131469, -15.468750
551, 649, -13.063034, -15.468750
554, 646, -12.999625, -15.468750
559, 641, -12.954089, -15.468750
560, 640, -12.902135, -15.468750
709, 491, -12.838015, -0.000000
718, 482, -12.795818, -0.000000
716, 484, -12.747633, -0.000000
712, 488, -12.696072, -0.000000
703, 497, -12.625922, -0.000000
690, 510, -12.549026, -0.000000
679, 521, -12.455832, -0.000000
663, 537, -12.338141, -0.000000
653, 547, -12.198898, -0.000000
642, 558, -12.035871, -0.000000
629, 571, -11.834655, -0.000000
625, 575, -11.626002, -0.000000
612, 588, -11.378768, -0.000000
608, 592, -11.118420, -0.000000
603, 597, -10.847625, -0.000000
597, 603, -10.551154, -0.000000
597, 603, -10.264876, -0.000000
595, 605, -9.968751, -0.000000
598, 602, -9.688157, -0.000000
598, 602, -9.409934, -0.000000
600, 600, -9.142648, -0.000000
601, 599, -8.885744, -0.000000
601, 599, -8.636525, -0.000000
599, 601, -8.391845, -0.000000
600, 600, -8.160097, -0.000000
599, 601, -7.933209, -0.000000
600, 600, -7.712200, -0.000000
595, 605, -7.493721, -0.000000
594, 606, -7.282228, -0.000000
592, 608, -7.071841, -0.000000
590, 610, -6.864853, -0.000000
589, 611, -6.657620, -0.000000
589, 611, -6.459412, -0.000000
587, 613, -6.255677, -0.000000
585, 615, -6.049604, -0.000000
588, 612, -5.854595, -0.000000
592, 608, -5.665558, -0.000000
595, 605, -5.481598, -0.000000
602, 598, -5.314991, -0.000000
608, 592, -5.171592, -0.000000
613, 587, -5.040359, -0.000000
621, 579, -4.927641, -0.000000
626, 574, -4.835665, -0.000000
633, 567, -4.761505, -0.000000
643, 557, -4.712460, -0.000000
646, 554, -4.681245, -0.000000
650, 550, -4.663192, -0.000000
655, 545, -4.665676, -0.000000
658, 542, -4.683523, -0.000000
663, 537, -4.715832, -0.000000
665, 535, -4.756027, -0.000000
666, 534, -4.801279, -0.000000
664, 536, -4.841644, -0.000000
669, 531, -4.897662, -0.000000
666, 534, -4.943565, -0.000000
664, 536, -4.987633, -0.000000
666, 534, -5.035381, -0.000000
662, 538, -5.072029, -0.000000
663, 537, -5.106620, -0.000000
660, 540, -5.135763, -0.000000
657, 543, -5.158377, -0.000000
657, 543, -5.179833, -0.000000
653, 547, -5.192476, -0.000000
658, 542, -5.212502, -0.000000
654, 546, -5.221283, -0.000000
652, 548, -5.222310, -0.000000
658, 542, -5.238559, -0.000000
653, 547, -5.243670, -0.000000
651, 549, -5.237496, -0.000000
658, 542, -5.257258, -0.000000
652, 548, -5.258199, -0.000000
652, 548, -5.266070, -0.000000
656, 544, -5.282706, -0.000000
652, 548, -5.282434, -0.000000
652, 548, -5.284036, -0.000000
652, 548, -5.285234, -0.000000
651, 549, -5.284154, -0.000000
651, 549, -5.281753, -0.000000
650, 550, -5.274480, -0.000000
650, 550, -5.264625, -0.000000
650, 550, -5.255117, -0.000000
650, 550, -5.247349, -0.000000
646, 554, -5.229936, -0.000000
649, 551, -5.220876, -0.000000
648, 552, -5.207579, -0.000000
641, 559, -5.182508, -0.000000
644, 556, -5.167803, -0.000000
647, 553, -5.159815, -0.000000
639, 561, -5.133209, -0.000000
641, 559, -5.108759, -0.000000
645, 555, -5.098690, -0.000000
642, 558, -5.076495, -0.000000
644, 556, -5.055886, -0.000000
645, 555, -5.042200, -0.000000
644, 556, -5.020400, -0.000000
645, 555, -5.002271, -0.000000
645, 555, -4.985999, -0.000000
643, 557, -4.967291, -0.000000
645, 555, -4.954784, -0.000000
647, 553, -4.947340, -0.000000
649, 551, -4.945137, -0.000000
642, 558, -4.924400, -0.000000
645, 555, -4.909883, -0.000000
649, 551, -4.904510, -0.000000
644, 556, -4.891741, -0.000000
641, 559, -4.869548, -0.000000
646, 554, -4.862839, -0.000000
645, 555, -4.850204, -0.000000
644, 556, -4.837377, -0.000000
644, 556, -4.823966, -0.000000
645, 555, -4.812922, -0.000000
645, 555, -4.803974, -0.000000
646, 554, -4.798559, -0.000000
645, 555, -4.788372, -0.000000
645, 555, -4.778740, -0.000000
647, 553, -4.773974, -0.000000
647, 553, -4.771266, -0.000000
646, 554, -4.762933, -0.000000
647, 553, -4.759251, -0.000000
650, 550, -4.767243, -0.000000
649, 551, -4.770816, -0.000000
645, 555, -4.760666, -0.000000
649, 551, -4.762968, -0.000000
653, 547, -4.778352, -0.000000
647, 553, -4.777723, -0.000000
648, 552, -4.776927, -0.000000
654, 546, -4.794645, -0.000000
653, 547, -4.803526, -0.000000
651, 549, -4.810771, -0.000000
652, 548, -4.816682, -0.000000
652, 548, -4.825545, -0.000000
651, 549, -4.833953, -0.000000
649, 551, -4.837879, -0.000000
649, 551, -4.843354, -0.000000
648, 552, -4.845886, -0.000000
648, 552, -4.852490, -0.000000
648, 552, -4.858418, -0.000000
646, 554, -4.853819, -0.000000
647, 553, -4.852158, -0.000000
652, 548, -4.863248, -0.000000
645, 555, -4.856725, -0.000000
649, 551, -4.856345, -0.000000
653, 547, -4.867285, -0.000000
648, 552, -4.865370, -0.000000
651, 549, -4.870627, -0.000000
652, 548, -4.880825, -0.000000
648, 552, -4.878877, -0.000000
649, 551, -4.882030, -0.000000
649, 551, -4.884362, -0.000000
648, 552, -4.880630, -0.000000
648, 552, -4.881492, -0.000000
648, 552, -4.880774, -0.000000
646, 554, -4.874421, -0.000000
648, 552, -4.874792, -0.000000
650, 550, -4.879632, -0.000000
646, 554, -4.870532, -0.000000
647, 553, -4.861635, -0.000000
651, 549, -4.871551, -0.000000
648, 552, -4.874067, -0.000000
645, 555, -4.867565, -0.000000
649, 551, -4.872846, -0.000000
648, 552, -4.875616, -0.000000
647, 553, -4.873172, -0.000000
647, 553, -4.877139, -0.000000
648, 552, -4.879526, -0.000000
648, 552, -4.878442, -0.000000
648, 552, -4.876169, -0.000000
648, 552, -4.872293, -0.000000
647, 553, -4.862088, -0.000000
651, 549, -4.864843, -0.000000
649, 551, -4.860760, -0.000000
648, 552, -4.850564, -0.000000
651, 549, -4.849962, -0.000000
653, 547, -4.859787, -0.000000
648, 552, -4.856109, -0.000000
648, 552, -4.855499, -0.000000
652, 548, -4.870471, -0.000000
646, 554, -4.869184, -0.000000
651, 549, -4.870196, 0.625000
653, 547, -4.874086, 0.625000
655, 545, -4.880383, 0.625000
652, 548, -4.879478, 0.625000
651, 549, -4.874537, 0.625000
649, 551, -4.865047, 0.625000
648, 552, -4.850834, 0.625000
648, 552, -4.837800, 0.625000
648, 552, -4.822660, 0.625000
648, 552, -4.807006, 0.625000
647, 553, -4.785635, 0.625000
645, 555, -4.757049, 0.625000
648, 552, -4.737706, 0.625000
649, 551, -4.718580, 0.625000
646, 554, -4.689264, 0.625000
649, 551, -4.670678, 0.625000
652, 548, -4.659490, 0.625000
647, 553, -4.637251, 0.625000
649, 551, -4.623324, 0.625000
651, 549, -4.615171, 0.625000
648, 552, -4.601808, 0.625000
645, 555, -4.583998, 0.625000
648, 552, -4.577184, 0.625000
646, 554, -4.564533, 0.625000
647, 553, -4.553936, 0.625000
645, 555, -4.537718, 0.625000
648, 552, -4.527992, 0.625000
647, 553, -4.518122, 0.625000
649, 551, -4.518649, 0.625000
645, 555, -4.506920, 0.625000
646, 554, -4.496169, 0.625000
650, 550, -4.495980, 0.625000
644, 556, -4.470144, 0.625000
647, 553, -4.461493, 0.625000
649, 551, -4.457071, 0.625000
649, 551, -4.448113, 0.625000
840, 360, -4.435325, 19.843750
842, 358, -4.428649, 19.843750
841, 359, -4.418738, 19.843750
832, 368, -4.390925, 19.843750
819, 381, -4.356102, 19.843750
808, 392, -4.308484, 19.843750
788, 412, -4.225816, 19.843750
769, 431, -4.114248, 19.843750
756, 444, -3.974713, 19.843750
739, 461, -3.797170, 19.843750
725, 475, -3.584106, 19.843750
709, 491, -3.321201, 19.843750
698, 502, -3.032585, 19.843750
686, 514, -2.712512, 19.843750
679, 521, -2.363868, 19.843750
674, 526, -2.002631, 19.843750
670, 530, -1.636229, 19.843750
665, 535, -1.248653, 19.843750
667, 533, -0.868683, 19.843750
668, 532, -0.501450, 19.843750
669, 531, -0.137258, 19.843750
674, 526, 0.207996, 19.843750
676, 524, 0.541965, 19.843750
679, 521, 0.862016, 19.843750
683, 517, 1.170185, 19.843750
685, 515, 1.461564, 19.843750
686, 514, 1.742179, 19.843750
688, 512, 2.011731, 19.843750
684, 516, 2.268412, 19.843750
686, 514, 2.506033, 19.843750
680, 520, 2.747485, 19.843750
682, 518, 2.977621, 19.843750
678, 522, 3.211788, 19.843750
682, 518, 3.431078, 19.843750
677, 523, 3.660993, 19.843750
677, 523, 3.887341, 19.843750
679, 521, 4.113021, 19.843750
681, 519, 4.331379, 19.843750
683, 517, 4.542095, 19.843750
686, 514, 4.742540, 19.843750
688, 512, 4.936557, 19.843750
694, 506, 5.113715, 19.843750
701, 499, 5.268416, 19.843750
707, 493, 5.404653, 19.843750
716, 484, 5.519470, 19.843750
721, 479, 5.614503, 19.843750
729, 471, 5.686260, 19.843750
736, 464, 5.734406, 19.843750
741, 459, 5.765171, 19.843750
748, 452, 5.766814, 19.843750
750, 450, 5.757861, 19.843750
757, 443, 5.726499, 19.843750
762, 438, 5.676854, 19.843750
763, 437, 5.629020, 19.843750
766, 434, 5.569312, 19.843750
768, 432, 5.502488, 19.843750
768, 432, 5.436975, 19.843750
766, 434, 5.374095, 19.843750
764, 436, 5.318865, 19.843750
764, 436, 5.261683, 19.843750
760, 440, 5.219765, 19.843750
760, 440, 5.178105, 19.843750
760, 440, 5.138175, 19.843750
759, 441, 5.101477, 19.843750
757, 443, 5.073162, 19.843750
