motor_front,motor_back,pitch_filter,gyro
454, 546, 4.808389, 11.587024
465, 535, 4.924831, 8.779321
474, 526, 5.022267, 6.581988
481, 519, 5.094328, 4.811914
493, 507, 5.137336, 1.912656
500, 500, 5.167590, 0.051027
511, 489, 5.172190, -2.848231
516, 484, 5.161098, -4.099491
530, 470, 5.124430, -7.609119
542, 458, 5.058320, -10.691488
554, 446, 4.974699, -13.621265
567, 433, 4.872310, -16.856228
581, 419, 4.751571, -20.304819
589, 411, 4.619534, -22.349558
598, 402, 4.469766, -24.607929
607, 393, 4.304743, -26.774744
619, 381, 4.115444, -29.887632
624, 376, 3.920870, -31.230446
639, 361, 3.708354, -34.892666
658, 342, 3.477919, -39.623035
673, 327, 3.231914, -43.315777
684, 316, 2.975448, -46.153999
691, 309, 2.707711, -47.863037
690, 310, 2.431087, -47.649406
687, 313, 2.132129, -46.825405
689, 311, 1.820904, -47.283184
691, 309, 1.498086, -47.924072
683, 317, 1.193597, -45.879330
676, 324, 0.907790, -44.078743
674, 326, 0.610140, -43.590446
677, 323, 0.293278, -44.353405
671, 329, -0.027178, -42.949554
666, 334, -0.355518, -41.576221
654, 346, -0.660489, -38.646446
644, 356, -0.958157, -36.113407
632, 368, -1.246543, -33.244671
621, 379, -1.525307, -30.314890
602, 398, -1.793692, -25.706594
590, 410, -2.037493, -22.624226
573, 427, -2.237439, -18.321115
573, 427, -2.420326, -18.443190
570, 430, -2.581670, -17.680227
560, 440, -2.696972, -15.238746
554, 446, -2.790739, -13.529710
551, 449, -2.874421, -12.919339
552, 448, -2.959471, -13.163487
545, 455, -3.034189, -11.393414
540, 460, -3.107547, -10.233710
535, 465, -3.174086, -8.951933
530, 470, -3.234282, -7.700675
529, 471, -3.285764, -7.334453
523, 477, -3.322395, -5.991638
518, 482, -3.336024, -4.618305
517, 483, -3.344720, -4.343638
503, 497, -3.333049, -0.834010
495, 505, -3.321763, 1.393841
479, 521, -3.296588, 5.361248
464, 536, -3.255242, 9.176062
450, 550, -3.208994, 12.655171
442, 558, -3.151410, 14.638875
433, 567, -3.074094, 16.866726
423, 577, -2.976734, 19.369246
416, 584, -2.865887, 21.078281
404, 596, -2.733811, 24.069096
393, 607, -2.585886, 26.907316
377, 623, -2.419725, 30.966278
370, 630, -2.244661, 32.522720
361, 639, -2.049539, 34.933681
361, 639, -1.832544, 34.933681
360, 640, -1.603649, 35.147312
361, 639, -1.363887, 34.964199
357, 643, -1.101745, 35.818718
356, 644, -0.839181, 36.154423
354, 646, -0.580133, 36.581680
348, 652, -0.318097, 38.168644
343, 657, -0.060881, 39.450420
334, 666, 0.197086, 41.678272
334, 666, 0.453151, 41.556198
333, 667, 0.721463, 41.769829
330, 670, 1.002440, 42.746422
333, 667, 1.279884, 41.952938
337, 663, 1.563413, 40.854271
338, 662, 1.834431, 40.549088
345, 655, 2.101779, 38.901089
352, 648, 2.361495, 37.161533
363, 637, 2.609457, 34.353828
369, 631, 2.859956, 32.888943
370, 630, 3.103912, 32.614277
375, 625, 3.333956, 31.454573
387, 613, 3.531952, 28.433241
401, 599, 3.710248, 24.923613
416, 584, 3.890646, 21.200356
434, 566, 4.058711, 16.653097
449, 551, 4.214243, 12.777246
468, 532, 4.358675, 8.107914
480, 520, 4.481904, 5.086581
488, 512, 4.578722, 3.041841
489, 511, 4.662048, 2.980804
483, 517, 4.713017, 4.384655
475, 525, 4.763541, 6.337840
477, 523, 4.807518, 5.819025
480, 520, 4.855900, 5.147618
494, 506, 4.897921, 1.699026
500, 500, 4.925418, -0.193121
510, 490, 4.938376, -2.634602
519, 481, 4.926604, -4.984527
529, 471, 4.885201, -7.364971
540, 460, 4.836950, -10.081118
548, 452, 4.777779, -12.247932
561, 439, 4.703914, -15.330301
573, 427, 4.619856, -18.321115
586, 414, 4.523961, -21.525560
598, 402, 4.416223, -24.730003
605, 395, 4.305171, -26.286448
612, 388, 4.182570, -28.239632
613, 387, 4.049499, -28.483780
616, 384, 3.907248, -29.124668
621, 379, 3.746670, -30.467482
623, 377, 3.578373, -30.833704
632, 368, 3.393934, -33.122597
637, 363, 3.207972, -34.312817
646, 354, 3.019013, -36.693260
658, 342, 2.819662, -39.745110
673, 327, 2.613158, -43.254742
688, 312, 2.397370, -47.039036
702, 298, 2.166377, -50.609699
713, 287, 1.918533, -53.478443
723, 277, 1.653360, -55.889400
728, 272, 1.371361, -57.171181
734, 266, 1.042083, -58.605553
733, 267, 0.694087, -58.300365
726, 274, 0.331861, -56.621845
710, 290, -0.024533, -52.532368
697, 303, -0.376781, -49.450001
678, 322, -0.728586, -44.567036
662, 338, -1.061935, -40.538593
646, 354, -1.373670, -36.571186
635, 365, -1.659079, -33.855042
625, 375, -1.928278, -31.291483
614, 386, -2.153426, -28.575335
605, 395, -2.363457, -26.347485
595, 405, -2.557947, -23.844967
584, 416, -2.732085, -21.159338
572, 428, -2.884856, -18.138004
557, 443, -3.021850, -14.445265
549, 451, -3.151548, -12.492080
539, 461, -3.271973, -9.989562
527, 473, -3.372274, -6.937712
514, 486, -3.455327, -3.580676
502, 498, -3.516267, -0.528825
486, 514, -3.547256, 3.743767
477, 523, -3.565527, 5.757988
469, 531, -3.567298, 7.863765
467, 533, -3.560872, 8.260507
466, 534, -3.530821, 8.535172
466, 534, -3.487888, 8.657247
465, 535, -3.431756, 8.870876
466, 534, -3.368898, 8.565691
461, 539, -3.293951, 9.877987
453, 547, -3.210027, 11.831172
445, 555, -3.122373, 13.936949
437, 563, -3.029147, 15.951172
426, 574, -2.927849, 18.545244
420, 580, -2.817676, 20.193243
414, 586, -2.686002, 21.658133
409, 591, -2.536942, 22.817835
401, 599, -2.367385, 24.984650
401, 599, -2.193999, 24.771019
394, 606, -2.007908, 26.632650
389, 611, -1.812985, 27.944944
380, 620, -1.608576, 30.081240
368, 632, -1.395411, 33.133091
364, 636, -1.183206, 34.109680
350, 650, -0.963664, 37.588795
341, 659, -0.736426, 39.816643
335, 665, -0.506204, 41.464642
329, 671, -0.274131, 42.807457
325, 675, -0.031184, 43.875607
323, 677, 0.218492, 44.485973
327, 673, 0.469982, 43.448349
332, 668, 0.737058, 42.013977
336, 664, 1.000841, 41.159458
338, 662, 1.262800, 40.671162
340, 660, 1.519806, 40.182865
340, 660, 1.765433, 40.152348
337, 663, 1.990888, 40.762718
340, 660, 2.199381, 40.091309
347, 653, 2.393625, 38.260201
357, 643, 2.580233, 35.757683
369, 631, 2.762520, 32.980499
374, 626, 2.969916, 31.637686
381, 619, 3.172995, 29.837093
390, 610, 3.365074, 27.517685
398, 602, 3.543639, 25.595020
407, 593, 3.705098, 23.428205
417, 583, 3.855045, 20.834133
433, 567, 3.986416, 16.805691
443, 557, 4.111714, 14.333690
458, 542, 4.224204, 10.701987
465, 535, 4.331778, 8.840358
472, 528, 4.427059, 7.009247
475, 525, 4.510942, 6.398877
477, 523, 4.579972, 5.880062
485, 515, 4.629569, 3.896359
485, 515, 4.671869, 3.774285
488, 512, 4.702364, 3.072359
487, 513, 4.730974, 3.499619
486, 514, 4.751428, 3.743767
483, 517, 4.767746, 4.384655
488, 512, 4.769909, 3.163915
495, 505, 4.761324, 1.302286
502, 498, 4.747140, -0.528825
511, 489, 4.725549, -2.817713
519, 481, 4.696596, -4.984527
533, 467, 4.652351, -8.433119
548, 452, 4.591785, -12.217414
562, 438, 4.520467, -15.635487
575, 425, 4.438300, -18.809412
585, 415, 4.345060, -21.403486
592, 408, 4.241568, -23.020966
597, 403, 4.129960, -24.424818
601, 399, 4.008112, -25.401409
606, 394, 3.872294, -26.652670
608, 392, 3.741302, -27.110447
608, 392, 3.611379, -27.140966
609, 391, 3.476859, -27.415632
610, 390, 3.340160, -27.537704
610, 390, 3.206112, -27.568224
609, 391, 3.071955, -27.385115
613, 387, 2.933352, -28.392223
615, 385, 2.789401, -28.911039
625, 375, 2.630342, -31.474592
633, 367, 2.465120, -33.488819
643, 357, 2.286035, -35.930298
651, 349, 2.099173, -37.761410
654, 346, 1.902055, -38.524372
655, 345, 1.674754, -38.921112
648, 352, 1.439057, -37.059483
641, 359, 1.194175, -35.442001
633, 367, 0.938519, -33.305706
614, 386, 0.691419, -28.636372
595, 405, 0.435811, -23.936522
580, 420, 0.196209, -20.213263
566, 434, -0.018435, -16.581562
555, 445, -0.209165, -13.956968
548, 452, -0.369366, -12.156377
547, 453, -0.484329, -11.851192
549, 451, -0.577296, -12.278451
550, 450, -0.648424, -12.553117
552, 448, -0.704367, -13.224524
555, 445, -0.749089, -13.834894
554, 446, -0.781690, -13.621265
555, 445, -0.815459, -13.773857
554, 446, -0.849256, -13.651784
553, 447, -0.884726, -13.438154
552, 448, -0.920585, -13.102450
541, 459, -0.958683, -10.294747
533, 467, -0.997586, -8.311045
526, 474, -1.037457, -6.632527
517, 483, -1.074166, -4.496231
511, 489, -1.107445, -2.787194
503, 497, -1.137356, -0.956084
500, 500, -1.159151, 0.142582
495, 505, -1.172266, 1.485397
492, 508, -1.176161, 2.187323
489, 511, -1.171204, 2.889248
485, 515, -1.156516, 3.774285
479, 521, -1.130039, 5.330729
470, 530, -1.088444, 7.528061
461, 539, -1.046548, 9.816950
452, 548, -1.002801, 12.075320
451, 549, -0.957690, 12.411023
443, 557, -0.900083, 14.333690
433, 567, -0.827457, 16.897243
428, 572, -0.747735, 18.026430
418, 582, -0.658175, 20.742577
410, 590, -0.559540, 22.512650
403, 597, -0.451750, 24.282724
403, 597, -0.333755, 24.496355
394, 606, -0.204792, 26.541094
386, 614, -0.057502, 28.555315
382, 618, 0.094455, 29.684502
379, 621, 0.253444, 30.355907
377, 623, 0.424045, 30.752647
376, 624, 0.603299, 31.088352
381, 619, 0.784981, 29.989685
382, 618, 0.969897, 29.501390
387, 613, 1.155815, 28.280649
389, 611, 1.349656, 27.822870
390, 610, 1.545039, 27.639759
393, 607, 1.732442, 26.937836
391, 609, 1.920939, 27.395611
392, 608, 2.100741, 27.120947
393, 607, 2.277984, 26.998873
396, 604, 2.450428, 26.235909
395, 605, 2.623417, 26.327465
390, 610, 2.798869, 27.548204
388, 612, 2.973599, 28.005981
381, 619, 3.144163, 29.898129
379, 621, 3.306698, 30.386425
376, 624, 3.469046, 31.088352
377, 623, 3.628123, 30.844204
377, 623, 3.791685, 30.844204
384, 616, 3.964804, 29.043612
396, 604, 4.128253, 26.235909
400, 600, 4.291948, 25.015167
404, 596, 4.454972, 24.008059
415, 585, 4.600335, 21.291910
421, 579, 4.735311, 19.765984
430, 570, 4.857032, 17.507614
434, 566, 4.970176, 16.500505
445, 555, 5.073220, 13.814875
453, 547, 5.165363, 11.953246
462, 538, 5.255734, 9.694876
467, 533, 5.343468, 8.260507
479, 521, 5.414551, 5.361248
488, 512, 5.478908, 3.194433
500, 500, 5.522120, -0.132084
508, 492, 5.559515, -2.085269
519, 481, 5.582964, -4.801416
538, 462, 5.573494, -9.592822
549, 451, 5.549988, -12.492080
568, 432, 5.498941, -17.100374
581, 419, 5.427674, -20.304819
602, 398, 5.326058, -25.584520
622, 378, 5.196097, -30.742149
643, 357, 5.040566, -35.777706
666, 334, 4.855382, -41.728813
688, 312, 4.642623, -47.222145
715, 285, 4.395209, -53.844666
738, 262, 4.115469, -59.612663
760, 240, 3.805648, -65.228065
784, 216, 3.465112, -71.087616
805, 195, 3.096407, -76.275764
826, 174, 2.690887, -81.524948
846, 154, 2.250110, -86.682579
853, 147, 1.790605, -88.483170
852, 148, 1.334520, -88.055908
843, 157, 0.874298, -85.950134
832, 168, 0.365333, -83.081390
813, 187, -0.159505, -78.351021
769, 231, -0.656409, -67.303322
727, 273, -1.133318, -56.927032
693, 307, -1.585298, -48.381851
647, 353, -1.997270, -36.906891
621, 379, -2.358488, -30.375927
605, 395, -2.665067, -26.286448
589, 411, -2.912587, -22.441114
577, 423, -3.073129, -19.358746
570, 430, -3.174124, -17.619190
567, 433, -3.255393, -16.856228
553, 447, -3.316559, -13.346599
537, 463, -3.367976, -9.348674
