yaw_desired,yaw_gyro,m1,m2,m3,m4
0.000000, -0.623432, 598, 601, 601, 598 
0.000000, 1.116123, 603, 596, 596, 603 
0.000000, -1.813654, 594, 605, 605, 594 
0.000000, 1.970641, 605, 594, 594, 605 
0.000000, -2.301950, 593, 606, 606, 593 
0.000000, 2.092715, 606, 593, 593, 606 
0.000000, -0.806543, 597, 602, 602, 597 
0.000000, 3.588122, 610, 589, 589, 610 
0.000000, 0.444716, 601, 598, 598, 601 
0.000000, 2.519974, 607, 592, 592, 607 
0.000000, -1.050691, 596, 603, 603, 596 
0.000000, 2.062197, 606, 593, 593, 606 
0.000000, -1.752617, 594, 605, 605, 594 
0.000000, 0.475234, 601, 598, 598, 601 
0.000000, -3.248024, 590, 609, 609, 590 
0.000000, -0.043581, 599, 600, 600, 599 
0.000000, -1.935728, 594, 605, 605, 594 
0.000000, 1.116123, 603, 596, 596, 603 
0.000000, -1.722099, 594, 605, 605, 594 
0.000000, 0.078494, 600, 599, 599, 600 
0.000000, -1.661062, 595, 604, 604, 595 
0.000000, 0.627827, 601, 598, 598, 601 
0.000000, -2.088320, 593, 606, 606, 593 
0.000000, -0.470840, 598, 601, 601, 598 
0.000000, -1.386395, 595, 604, 604, 595 
0.000000, 1.238197, 603, 596, 596, 603 
0.000000, -0.074099, 599, 600, 600, 599 
0.000000, 1.421308, 604, 595, 595, 604 
0.000000, -0.074099, 599, 600, 600, 599 
0.000000, 1.360271, 604, 595, 595, 604 
0.000000, -0.104618, 599, 600, 600, 599 
0.000000, 2.550493, 607, 592, 592, 607 
0.000000, 0.871975, 602, 597, 597, 602 
0.000000, 2.794641, 608, 591, 591, 608 
0.000000, 0.963530, 602, 597, 597, 602 
0.000000, 1.695974, 605, 594, 594, 605 
0.000000, 0.047975, 600, 599, 599, 600 
0.000000, 1.695974, 605, 594, 594, 605 
0.000000, 0.566790, 601, 598, 598, 601 
0.000000, 3.160863, 609, 590, 590, 609 
0.000000, -0.043581, 599, 600, 600, 599 
0.000000, 3.191381, 609, 590, 590, 609 
0.000000, 1.909604, 605, 594, 594, 605 
0.000000, 4.015381, 612, 587, 587, 612 
0.000000, 0.902493, 602, 597, 597, 602 
0.000000, 4.778344, 614, 585, 585, 614 
0.000000, 0.780419, 602, 597, 597, 602 
0.000000, 3.191381, 609, 590, 590, 609 
0.000000, 0.200568, 600, 599, 599, 600 
0.000000, 0.475234, 601, 598, 598, 601 
0.000000, -0.043581, 599, 600, 600, 599 
0.000000, 2.764122, 608, 591, 591, 608 
0.000000, 1.177160, 603, 596, 596, 603 
0.000000, 3.313456, 609, 590, 590, 609 
0.000000, -1.142247, 596, 603, 603, 596 
0.000000, 2.855678, 608, 591, 591, 608 
0.000000, -1.630543, 595, 604, 604, 595 
0.000000, 2.397900, 607, 592, 592, 607 
0.000000, -0.470840, 598, 601, 601, 598 
0.000000, 3.679678, 611, 588, 588, 611 
0.000000, -0.165655, 599, 600, 600, 599 
0.000000, 3.435530, 610, 589, 589, 610 
0.000000, -1.386395, 595, 604, 604, 595 
0.000000, 1.238197, 603, 596, 596, 603 
0.000000, -2.210395, 593, 606, 606, 593 
0.000000, 2.489456, 607, 592, 592, 607 
0.000000, -1.294840, 596, 603, 603, 596 
0.000000, 3.862789, 611, 588, 588, 611 
0.000000, -1.447432, 595, 604, 604, 595 
0.000000, 5.175085, 615, 584, 584, 615 
0.000000, 0.017457, 600, 599, 599, 600 
0.000000, 5.663381, 616, 583, 583, 616 
0.000000, -0.562395, 598, 601, 601, 598 
0.000000, 2.519974, 607, 592, 592, 607 
